"unique_ID","boot","S","sPIE","s_N","s_Hill","s_asym","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"1340 _ e","1",61,6.66917433811783,56.0882369290461,336.594444279605,68.1657354618016,8770,565.029,21.489,2.914,22.674,21.86,"35.2462","35.5882"
"1730 _ e","1",43,7.23191280753357,55.9330496265232,137.406450731632,62.2353260869565,1380,96.721,7.144,0.26,21.92,21.922,"35.1686","35.168"
"1778 _ e","1",41,7.0676903330131,41.9840451379933,194.570714279079,52.2467923540194,3819,360.344,2.713,5.705,25.9,25.246,"34.6044","34.916"
"1777 _ e","1",48,6.21397018909943,45.4244203859119,243.175757740393,48.999719613066,7133,430.249,12.97,0.934,25.506,24.836,"33.0796","33.5926"
"1680 _ e","1",49,10.456055802156,52.6163416952354,211.324462130867,60.4960592686002,3172,299.894,0.031,0.38,22.748,21.93,"35.0994","35.2636"
"1630 _ e","1",48,2.60241027328384,43.7975733192744,350.148469472737,84.494027711419,6279,153.777,0.191,0.306,22.326,22.148,"34.6058","34.7166"
"1582 _ e","1",43,8.53835462791377,50.9613377064874,134.97195557651,52.6593103448276,1450,132.96,0.263,2.548,24.032,23.134,"35.2318","35.7518"
"1532 _ e","1",49,5.57235831779602,46.0255330798227,298.02943329012,64.6639522258415,6140,476.152,0.346,0.549,21.262,21.004,"34.3972","34.852"
"1536 _ e","1",50,4.12173986345672,42.9024025899844,377.735002236165,72.997305187514,8906,1349.305,1.77,1.811,21.6,21.126,"34.6796","35.1694"
"1534 _ e","1",46,3.76907229864716,39.0105619595156,377.130147079498,65.9985479186834,14462,1947.19,0.363,2.693,21.474,21.088,"34.8684","35.3044"
"1486 _ e","1",50,3.1880795151412,42.1393277368616,396.443742731636,51.4998350270556,15154,1212.962,7.618,1.161,22.624,21.976,"34.6586","35.3794"
"1586 _ e","1",43,6.60308098603902,41.5024973361174,267.758291424414,46.5705683101242,5314,298.484,2.367,3.256,24.914,23.766,"34.9992","35.6528"
"1924 _ e","1",NA,3.00251722045838,39.2442272681274,266.946948706089,45.4993183883672,6602,268.628,4.121,0.848,24.8,24.55,"33.966","33.64425"
"1586 _ f","1",34,2.8841918552539,34.3822852332421,173.3166279475,45.4967675200414,3867,395.986,0,0.716,19.25,18.974,"34.4164","34.4656"
"1536 _ f","1",48,4.91169427987198,43.0554020858744,313.600964261063,59.4989804241436,12260,826.444,31.82,21.746,23.826,23.398,"34.8402","35.034"
"1246 _ f","1",33,5.99524961755108,30.3296878462715,214.216789910736,32.4999711366392,17323,1681.675,23.527,2.134,22.078,21.876,"33.4226","34.795"
"1294 _ f","1",40,4.772695928913,34.3268754271889,377.789467241392,39.9999755046051,40824,2775.154,14.154,36.98,24.492,24.286,"35.0618","35.2014"
"1340 _ f","1",48,8.1320553024217,44.2785646269151,271.574590041996,59.4986175624862,9042,489.732,38.595,0.986,23.644,23.136,"34.4096","34.5294"
"1486 _ f","1",NA,5.8227962542089,50.7011952093945,339.984411552313,78.9967750604676,7442,552.249,58.965,12.356,25.1033333333333,24.95,"33.4816666666667","35.071"
"1534 _ f","1",NA,2.79616986477099,43.8335584299618,473.628579553549,71.9985976939857,12836,649.837,23.959,0.666,22.8325,22.9325,"32.3725","33.73725"
"1582 _ f","1",44,3.02332186990854,40.6305911001971,259.289331640994,55.4985111958075,8396,477.031,8.304,0.512,22.814,22.026,"33.2282","33.8476"
"1680 _ f","1",55,6.49996751156293,62.2139207603926,169.457773277904,62.6370331151328,1484,443.749,0.058,0.361,22.802,22.198,"34.5568","34.6244"
"1730 _ f","1",44,4.90777361409221,44.0037895332295,188.635009848846,44.3329423264907,3410,222.309,1.09,2.711,22.074,21.394,"33.719","34.7026"
"1923 _ f","1",40,2.67456269583139,40.2078839744013,186.103641565197,51.4968648106346,3987,175.249,15.125,2.475,24.844,24.798,"34.5502","34.6084"
"1973 _ f","1",43,2.65696286411953,48.0128281345607,200.298535907901,50.3298898071625,2420,125.45,0.212,0.37,24.912,24.496,"33.7522","34.289"
"1972 _ f","1",47,2.57067953214544,37.1335329538201,452.56201969262,90.9971260697407,15658,1614.533,0.056,2.355,23.272,23.14,"33.7652","34.0524"
"2022 _ f","1",46,6.59542513863216,46.0976845621044,168.236150478173,46.1424169051288,2596,181.167,0.919,0.29,24.354,23.544,"31.0004","32.8012"
"2021 _ f","1",42,6.10255484849174,39.0092174935331,268.900744152423,56.9975422427035,6510,387.464,4.638,0.263,25.804,25.544,"33.7198","34.1774"
"2519 _ f","1",45,8.94709756471129,40.3662274564174,299.553858965564,56.4989443459167,11841,705.741,77.5,0.515,26.796,26.3,"35.2192","35.7852"
"2569 _ f","1",44,4.43152827731628,36.338575079976,409.159759805731,51.9995338719702,19308,1104.846,11.088,0,25.192,24.906,"34.8088","35.4792"
"2620 _ f","1",44,3.21832125382854,39.022904356594,311.229030146867,51.165778599391,9196,475.348,3.487,0,26.588,26.32,"35.0708","35.5808"
"2670 _ f","1",NA,2.90270203380005,41.4410356713951,222.898806774497,43.0828753572214,4549,132.179,19.009,0,26.3033333333333,26.08,"33.9106666666667","33.876"
"2771 _ f","1",42,8.53904575610072,37.8589865607051,278.198649416927,58.9980830670927,9390,680.74,6.216,5.081,24.524,23.646,"35.675","35.79"
"2721 _ f","1",46,11.7276391793991,46.2044294456215,169.872659268304,48.9989133387666,3681,242.163,4.451,3.595,24.56,24.16,"35.361","35.3418"
"2419 _ f","1",48,7.84790569113374,47.8414980307882,183.868126535182,52.9985279685967,4076,195.437,32.128,0,21.79,21.664,"33.5264","34.175"
"2319 _ f","1",54,6.17588200896628,54.0294259940051,244.948049773453,63.6642446260975,4404,805.125,9.609,2.101,23.598,22.658,"34.0294","34.4006"
"2318 _ f","1",48,3.16084323677478,46.5643799641704,254.163691150809,48.7853850611041,5424,538.333,16.601,0.198,24.372,24.086,"33.7218","33.933"
"2269 _ f","1",49,6.39015832696123,49.50867719187,204.708652795227,65.9954545454545,3960,220.859,24.499,1.068,24.74,23.906,"33.9866","34.5094"
"1875 _ f","1",48,6.26795417794982,48.0126420281346,218.939477437207,55.1647810359424,4331,176.369,8.709,1.148,25.76,25.434,"34.0864","34.2824"
"1777 _ f","1",48,10.7480915609284,47.7070595671143,171.016053132337,47.899736765136,3419,184.85,3.183,0.678,23.768,23.466,"34.306","34.5804"
"1778 _ f","1",39,5.75027460664965,40.9661696126392,134.592802902006,41.123207114171,1743,224.301,0.349,2.377,19.86,19.864,"32.9262","33.2786"
"1826 _ f","1",55,4.14876717001414,50.9400498531745,314.86060417915,61.9989050095812,7306,401.811,2.108,0.692,23.734,23.322,"34.1854","34.4048"
"2219 _ f","1",49,7.41740472525716,47.3674163116176,241.666256138017,50.4995563442768,5635,293.555,41.784,0,22.298,22.306,"34.115","34.3586"
"2169 _ f","1",NA,3.85758884400386,51.8516283207722,196.759868837146,58.6632587859425,3130,169.326,11.494,0.575,24.8575,24.1675,"32.72825","33.93225"
"2170 _ f","1",47,5.37309760815982,46.7891057678786,197.731608036362,48.6660085554459,4052,178.781,1.677,0.122,25.444,25.18,"32.925","33.9686"
"2120 _ f","1",36,5.64163961116333,36.6214992808664,152.69922851658,42.9976750944493,3441,288.239,8.283,0.432,24.192,24.106,"32.4986","32.73"
"1532 _ f","1",49,3.66009709509096,43.2705109026361,342.961455366763,58.6655425580497,9489,319.247,4.806,0.821,20.64,20.148,"34.3152","34.501"
"1630 _ f","1",46,5.90456248018568,51.4627457066835,175.290826409271,60.993487993488,2457,309.168,0,0.915,22.934,22.326,"34.245","34.628"
"1924 _ f","1",40,12.0359441306242,49.2628998670163,105.797088659324,49.6551475881929,926,60.02,0.267,1.18,21.642,21.38,"33.2356","33.4996"
"1826 _ g","1",47,8.44333464500254,49.3316874937833,228.432766529487,70.9932120553896,3683,149.163,9.904,1.029,26.518,26.018,"33.7554","34.1256"
"1875 _ g","1",48,2.27990365624858,41.9432695555617,349.791904064348,71.4977276943053,10782,663.035,10.762,0.721,22.394,21.692,"34.3854","34.6326"
"2269 _ g","1",43,5.70294060591883,37.7470855573492,325.457250014082,91.993922450468,8227,420.541,36.301,0.234,22.464,22.362,"34.3564","34.3074"
"2319 _ g","1",42,2.63083626905795,39.9243771606557,235.749232482308,45.1659903695288,6161,141.824,31.651,0.117,26.026,25.778,"35.1726","35.2918"
"2318 _ g","1",41,1.78242481050054,34.6523784264619,347.686579204043,44.499736364169,17069,254.586,18.521,0.072,27.122,26.308,"35.229","35.3456"
"2419 _ g","1",35,2.43011018002364,30.2064885603855,301.187745396015,34.9999534493995,21482,476.78,25.563,0,24.654,24.328,"33.1156","34.0066"
"2519 _ g","1",46,1.55518844857886,32.396392618452,660.212511349462,51.1248514935506,41244,460.685,25.827,0,23.706,23.168,"35.8668","35.8356"
"2771 _ g","1",42,5.33947703451272,35.9655740322613,341.109374955181,65.4981207332975,13037,774.929,7.135,0.655,24.084,23.416,"35.9696","36.0002"
"2721 _ g","1",45,1.3650152865399,33.6308234586232,490.228834646876,68.9985527382193,17274,312.578,9.576,1.762,23.424,22.936,"35.9646","35.9824"
"2670 _ g","1",42,1.30173012269205,29.4917670522794,595.971706119932,53.4997105677503,43188,962.966,2.676,0.091,26.422,25.854,"36.064","36.04"
"2620 _ g","1",40,1.37793690758871,32.1439746734014,441.807533115193,43.4998731572568,35477,622.394,9.867,0,24.518,23.992,"35.8364","35.8764"
"2569 _ g","1",40,2.08590967022083,32.0206256609853,419.784582217025,39.9999718547706,35530,466.364,6.828,3.367,24.532,24,"35.3436","35.4276"
"2219 _ g","1",44,2.03414233371908,31.8025634003537,543.092679347718,67.9988860669251,22443,284.548,20.892,0.389,24.158,23.818,"34.1368","34.392"
"2169 _ g","1",44,4.35861961453859,41.9974378468957,265.21104606062,44.388654160329,5917,176.455,8.043,0.248,24.562,23.602,"32.0218","34.1902"
"2170 _ g","1",37,2.61750872330141,35.588257828932,244.49121799467,46.6646410938093,5266,200.353,14.935,0.113,26.234,25.948,"34.384","34.6526"
"2120 _ g","1",37,3.97442722682209,40.1362396267404,171.614125927179,44.1636872187766,2741,105.736,1.889,0.28,26.136,25.274,"33.9502","34.4594"
"2021 _ g","1",42,2.84040788337298,36.4429755316375,328.273303614443,58.9985485041529,12401,339.822,13.786,2.098,21.078,20.574,"32.7686","33.6782"
"2022 _ g","1",34,1.56160693274012,31.1838308144178,263.051792432564,45.2481337599025,6564,153.441,0.09,0.618,22.528,22.382,"33.6092","33.9948"
"1972 _ g","1",40,4.86762916960112,37.1897549410708,245.057644800841,56.9974197247706,6976,424.44,37.379,2.123,25.942,25.876,"34.0706","34.5512"
"1586 _ g","1",43,5.31281890970696,81.1056383596217,148.809679215881,95.9474196689387,1027,391.131,1.384,0.463,24.436,23.84,"35.2746","35.53"
"1536 _ g","1",46,3.95560665576386,45.3291709661924,260.447757563291,48.5548137329902,4793,421.018,2.564,1.027,21.524,19.874,"35.1432","35.6178"
"1486 _ g","1",46,8.13609109424348,40.8784388395754,315.051010851038,53.9991355297282,10411,735.267,13.054,7.596,21.046,20.484,"35.4002","35.7276"
"1246 _ g","1",42,6.86582648749318,43.2042857254277,159.15469534317,48.9973684210526,3040,569.975,0.039,2.159,20.922,20.646,"32.678","33.1288"
"1294 _ g","1",47,5.2118289015562,43.8557935684352,276.693681462172,70.4964919816724,6984,606.988,3.263,3.344,21.98,21.488,"35.339","35.7076"
"1340 _ g","1",47,5.36287450320935,43.4394392994879,272.765890650417,50.4995905741061,10991,582.202,24.34,4.35,25.002,24.74,"35.4634","35.8252"
"1534 _ g","1",51,6.33451555536181,49.5346696757747,241.591427446229,53.9992860967339,5603,460.608,14.805,0.942,20.822,19.564,"34.2596","35.1046"
"1532 _ g","1",42,6.04432787503796,41.1383233775877,205.216378237021,44.9991718426501,4830,372.018,0.427,0,22.498,21.874,"35.1456","35.2376"
"1582 _ g","1",36,4.50788800561727,41.9949984256067,177.260658327449,70.986577181208,2682,237.319,0.015,0.175,24.682,24.108,"35.3648","35.467"
"1923 _ g","1",42,8.03521070083379,38.1550165010837,279.700430767258,61.9974131559497,8118,525.752,12.849,1.672,23.322,23.042,"34.7762","34.9542"
"1973 _ g","1",34,1.95679993249989,36.0898710026275,157.384257355571,36.5984347826087,2300,108.875,0.125,1.285,23.938,23.62,"34.73","34.7894"
"1680 _ g","1",46,10.7052789592194,48.7616482659286,160.726452887588,50.9976162097735,2517,359.061,20.637,0.808,22.142,21.714,"34.5882","35.1768"
"1730 _ g","1",29,6.79179566563468,33.3169230746962,64.9299602004641,33.3169230769231,325,139.591,0,0.481,24.512,24.344,"35.4538","35.48"
"1778 _ g","1",46,7.89949600876079,45.3504793301515,247.123728890748,65.2457908958636,4811,345.515,27.303,0.637,24.454,23.95,"34.3634","34.4958"
"1777 _ g","1",46,5.12234415384065,42.3542330943422,320.059343440954,157.48142031379,6055,312.992,15.92,0.364,26.738,26.422,"34.922","35.2126"
"1630 _ g","1",52,2.71194655578345,52.8183636117828,275.979846544573,55.9987739087788,4078,138.599,2.429,1.156,22.982,22.66,"34.9814","35.0654"
"1924 _ g","1",32,5.32757707424198,33.341839199611,124.589569993998,35.4981076534903,2378,104.093,0.628,0.71,24.506,24.066,"34.5614","34.7418"
"1777 _ h","1",49,4.07390818910676,46.2457964283135,262.956488879931,49.1248549323017,7755,348.424,49.98,3.365,23.928,23.78,"35.1582","35.1884"
"1778 _ h","1",49,11.6022444327547,64.9881628040305,196.072414062415,85.4811841445058,1993,118.815,26.221,2.23,23.768,23.55,"34.5576","34.7718"
"1730 _ h","1",47,7.04535493502268,47.9786886405387,245.470568504485,66.1618696479543,4204,214.482,26.08,0.681,20.792,20.622,"34.9778","35.1762"
"1340 _ h","1",56,11.2035001788714,44.5404883673428,545.883301959239,63.1663752601844,28025,1004.747,44.909,5.053,22.224,21.736,"35.3984","35.5394"
"1630 _ h","1",39,4.44388912679404,40.5033091482059,206.981286002804,44.3982117910031,3579,256.767,0.108,0.211,24.2,23.06,"34.8682","35.032"
"1680 _ h","1",51,4.46387944634894,40.6511862548694,461.176053470163,62.499437291798,22214,1912.13,1.607,2.139,26.668,25.618,"34.9754","35.6918"
"1826 _ h","1",42,4.7821770277309,38.3243096776795,272.796208979282,43.4996868737475,7984,1930.785,2.895,0.314,21.636,21.22,"33.672","33.9702"
"1875 _ h","1",49,7.64187718050156,43.8651910331666,318.196066153604,60.4989639452963,12065,1314.521,80.366,2.082,22.882,22.398,"34.381","34.6702"
"2419 _ h","1",53,8.35130770897536,44.8294801428912,402.012824314539,87.9964750807794,10213,1026.055,36.827,2.164,24.446,24.43,"35.2298","35.4352"
"2519 _ h","1",46,4.96132877095541,36.8444545676539,427.920306542376,57.2492629362214,16620,1077.741,61.127,0.803,25.994,25.474,"35.9426","36.0122"
"2569 _ h","1",52,3.50188848264848,44.8792803425288,377.548573414684,55.5709686691578,9940,388.6,6.606,3.079,24.77,24.016,"35.5294","35.5076"
"2771 _ h","1",43,2.97895674703195,38.5734534410506,305.828397113611,66.4971715539136,8662,369.477,0.036,0.131,24.082,23.564,"35.5916","35.7732"
"2721 _ h","1",57,4.22526358157762,53.6062724470028,318.057242410115,60.5707371877971,6612,397.154,7.591,0.404,25.42,24.53,"35.944","35.9868"
"2670 _ h","1",53,1.69844357576521,40.836154989017,514.240179782725,76.9986446926163,18446,353.363,1.951,0.103,25.54,24.712,"36.003","36.021"
"2620 _ h","1",49,1.40316915788724,36.3243553437782,509.551994876272,76.1647130901188,14418,522.513,11.44,1.481,26.082,25.546,"35.9526","35.9232"
"1924 _ h","1",45,6.67430167159543,51.7459466404997,140.755268240169,52.0937931034483,1305,275.932,0.292,1.094,21.542,21.392,"33.3432","33.5264"
"2219 _ h","1",48,3.37787977770448,44.6680344268613,314.043642096104,70.9960899315738,6138,284.632,4.708,1.692,25.032,24.932,"34.8596","34.9996"
"2269 _ h","1",42,3.26564193860731,40.5481674876661,247.679440039289,47.1238512753188,5332,312.009,0.084,0.67,27.268,26.942,"35.0976","35.1314"
"2319 _ h","1",46,2.03762690171634,37.1414436563492,415.958164187155,55.2846552129913,9712,516.537,0.402,0.875,23.644,23.052,"35.4678","35.668"
"2318 _ h","1",51,5.38744453368589,45.3183066049657,368.990450775918,74.4965791678302,7162,279.558,6.767,1.339,22.478,22.012,"35.5032","35.5068"
"2169 _ h","1",53,8.20076841578579,48.5274524632084,307.082123607299,69.9980952380952,9450,608.64,14.963,0.711,22.246,22.006,"34.3346","34.7462"
"2170 _ h","1",50,9.51974293221896,51.0804531319445,221.51697162997,59.6639161079594,3878,777.339,0.709,1.094,24.37,24.14,"33.6976","34.4548"
"2120 _ h","1",44,4.45354536707863,35.5776385234921,411.729936727194,55.2492296082007,15901,1480.224,5.83,1.182,23.394,22.982,"34.172","34.612"
"1294 _ h","1",63,10.3187259256859,56.4627305310705,373.188124468545,72.1239278907243,9444,924.73,23.773,2.589,24.38,23.884,"35.1058","35.193"
"1246 _ h","1",47,4.65227051087165,40.0255344001176,367.059657430131,63.9986911946484,13753,906.382,2.991,1.682,23.19,22.546,"34.8984","35.357"
"1486 _ h","1",52,3.97929496010881,43.5718816025107,410.300066144056,52.9998892948079,18066,1250.366,98.938,4.928,24.25,23.818,"34.5302","35.2368"
"1536 _ h","1",47,4.81613736226232,40.1727718052393,359.955700136649,49.1247670344416,13414,988.974,2.38,3.008,24.158,23.804,"35.5536","35.7954"
"1586 _ h","1",44,5.18654863705896,45.575379095926,244.249202838169,73.2424695046054,4017,726.431,0.474,0.512,23.656,22.712,"34.6542","34.9368"
"1534 _ h","1",57,2.08700237725062,40.7390229793109,653.553050379353,84.1655363830926,24920,1712.685,7.383,4.311,22.684,22.258,"34.3614","34.6478"
"1532 _ h","1",48,7.45854261604589,46.0741091695388,234.587124488921,53.2489629998341,6027,302.233,2.293,2.022,22.034,21.612,"35.2266","35.2608"
"1582 _ h","1",50,3.45599325724648,40.0760310000576,442.867836456297,64.12377520447,12349,824.27,0.901,1.648,26.504,24.6,"34.9948","35.422"
"1923 _ h","1",43,3.31436269277321,41.3794594727701,210.01579467352,42.6665632593971,6447,498.827,18.113,4.586,24.46,24.258,"34.632","34.8158"
"1973 _ h","1",43,7.75178174678356,47.2232473785401,171.305746366646,48.3969839773798,2122,220.357,0.403,0.902,22.272,22.208,"34.5242","34.6642"
"2022 _ h","1",52,2.75374589962546,52.4286981617262,263.671743183471,55.4989280609814,4198,407.615,0.019,0.353,20.79,20.952,"33.1946","34.0548"
"2021 _ h","1",51,5.10751739748997,45.4085146667865,340.556329165664,70.2476999091322,8804,691.844,12.788,6.553,23.64,23.538,"34.5858","34.7006"
"1972 _ h","1",49,6.22878665833439,43.5624702769076,331.957658140153,52.4995460048426,9912,630.047,31.137,1.486,22.134,22.11,"34.2734","34.5054"
"2318 _ i","1",NA,5.21780947624659,42.8446093873862,269.384890763003,53.9987620357634,7270,356.292,46.299,0.588,21.895,20.92,"32.24725","32.7595"
"2269 _ i","1",56,8.21808371921639,54.8850905083657,329.825755746434,127.235647596345,5034,268.948,24.497,2.884,22.028,20.858,"32.1978","33.0862"
"2219 _ i","1",55,5.29829323629866,49.4205665681396,348.198372906389,57.5996138582002,9323,440.17,4.348,2.283,24.738,24.42,"32.2576","32.906"
"2169 _ i","1",51,9.17595205843381,48.0053574608288,293.443133696994,52.9995516365267,6691,277.613,23.751,2.063,25.54,25.306,"30.1512","33.0896"
"2170 _ i","1",48,11.4970855560072,59.4434401308578,198.95542462189,89.2319675629535,2343,115.425,1.645,0.668,22.986,21.98,"31.7844","32.9282"
"2120 _ i","1",48,4.2814114014926,45.4087603766436,254.63679715279,49.9996287128713,8080,431.563,30.391,3.121,26.784,26.17,"31.7412","32.9658"
"2021 _ i","1",56,3.61907868488288,47.2196310637372,426.816714822911,67.2491815327053,14967,798.274,28.1,2.514,26.742,26.54,"31.8416","33.7964"
"1826 _ i","1",47,4.02968777394587,49.8699206320151,198.485430232919,52.397769257581,2869,163.145,0.23,1.202,20.766,20.078,"32.7686","33.4448"
"1582 _ i","1",55,4.46818546461758,47.4778618737972,394.578246923473,77.9973761889144,9147,785.372,0.02,1.036,24.476,24.25,"33.96","34.5482"
"1534 _ i","1",54,3.99508781531329,44.6515527479567,435.424058368922,58.9996629781498,17803,1426.828,11.991,3.058,25.824,25.208,"33.5404","34.5232"
"1536 _ i","1",45,2.36775712834374,34.1472100838596,528.121466629591,59.9993779402045,25721,1829.98,32.24,1.04,19.454,18.936,"33.5816","34.5228"
"1586 _ i","1",45,4.40294633120424,50.9421887734885,199.451615706736,51.9962388340386,2127,445.076,0.036,3.27,21.942,21.458,"34.0476","34.5112"
"1340 _ i","1",54,3.64514312240748,36.5016946141352,829.062330234607,63.1248109596714,53560,4582.939,31.187,0.435,22.91,22.108,"34.565","34.7516"
"1630 _ i","1",54,9.2246797542468,63.5003173112497,236.315682849081,165.460964607911,2882,287.616,0.159,1.387,22.952,22.494,"34.4932","34.6838"
"1680 _ i","1",61,3.19984445479,51.7075532309677,432.853759751038,68.6420227291535,10358,747.961,13.551,1.302,22.556,21.98,"33.2306","34.3704"
"1486 _ i","1",48,3.6129557783446,35.877312204047,536.375608923285,57.1245479910714,22400,1892.127,10.262,3.412,24.374,22.982,"34.1924","35.6592"
"1875 _ i","1",52,7.61068095517432,48.6673809610899,291.105606908016,52.7854662353898,7199,281.369,21.643,0.956,22.428,22.2,"32.6246","33.0386"
"1924 _ i","1",50,10.5096052807887,57.7257057520342,210.461702542391,63.0775662025662,2442,140.32,8.758,1.699,25.254,25.17,"33.6294","34.028"
"1923 _ i","1",50,11.5735390201295,52.0190113480968,254.699231667351,63.3963067453193,3899,140.288,12.324,3.477,26.264,25.804,"32.5106","33.2174"
"1973 _ i","1",43,8.72353146041329,53.764667063897,131.609759368498,54.4886052871468,1097,75.816,0.988,0.367,22.55,21.87,"33.3876","34.0106"
"1972 _ i","1",45,4.63098482796771,39.7843272851256,318.350469212338,47.9996964177292,13176,981.254,21.22,3.908,23.504,22.408,"31.5178","33.4738"
"2319 _ i","1",56,7.08624624842619,51.2928602198891,336.84787235114,58.0621050934881,7755,380.775,33.208,3.008,24.584,23.618,"34.3312","34.6048"
"2419 _ i","1",55,3.61450854058181,40.335953892485,536.108248798691,60.2496169169476,16315,996.305,52.743,1.51,25.742,24.944,"33.148","33.8272"
"2519 _ i","1",56,5.89696830346994,44.8013975900702,475.24358705087,67.4991625351735,14926,914.455,53.448,1.281,24.544,23.144,"34.294","34.7694"
"2771 _ i","1",63,4.11475609256728,48.7291349793677,587.821331318548,86.9989590706583,24017,1871.342,4.304,1.163,24.774,24.4,"34.5006","34.6792"
"2721 _ i","1",54,3.57299835842858,43.7369914239368,448.972519010744,60.1422928024018,12657,1153.878,0.665,1.713,23.624,22.478,"34.763","35.162"
