"","event","year","rasterID","S","biomass","yrcat"
"3826",2004425,2004,1534,27,105.914,"f"
"3827",2004427,2004,1534,41,55.688,"f"
"3828",2004429,2004,1534,21,100.973,"f"
"3829",2004431,2004,1535,29,38.923,"f"
"3830",2004433,2004,1536,19,15.637,"f"
"3831",2004435,2004,1343,20,334.926,"f"
"3832",2004437,2004,1294,17,200.344,"f"
"3833",2004439,2004,1295,25,285.505,"f"
"3834",2004441,2004,1295,19,476.949,"f"
"3835",2004443,2004,1245,17,319.817,"f"
"3836",2004445,2004,1246,20,730.566,"f"
"3837",2004447,2004,1198,22,259.822,"f"
"3838",2004449,2004,1197,24,219.748,"f"
"3839",2004451,2004,1247,20,261.762,"f"
"3840",2004453,2004,1247,13,152.478,"f"
"3841",2004455,2004,1343,22,120.929,"f"
"3842",2004457,2004,1342,29,47.473,"f"
"3843",2004459,2004,1342,27,83.128,"f"
"3844",2004461,2004,1340,22,77.637,"f"
"3845",2004463,2004,1340,15,346.159,"f"
"3846",2004465,2004,1389,21,46.269,"f"
"3847",2004467,2004,2120,26,17.667,"f"
"3848",2004469,2004,2120,11,4.834,"f"
"3849",2004471,2004,2120,14,7.937,"f"
"3850",2004473,2004,2170,20,71.992,"f"
"3851",2004475,2004,2170,30,51.132,"f"
"3852",2004477,2004,2169,31,20.002,"f"
"3853",2004479,2004,2169,21,5.211,"f"
"3854",2004481,2004,2169,21,12.697,"f"
"3855",2004483,2004,2120,15,11.921,"f"
"3856",2004485,2004,2070,19,9.442,"f"
"3857",2004487,2004,2070,22,32.921,"f"
"3858",2004489,2004,2071,30,38.934,"f"
"3859",2004491,2004,2071,27,22.268,"f"
"3860",2004493,2004,2021,18,12.519,"f"
"3861",2004495,2004,2021,28,71.93,"f"
"3862",2004497,2004,2022,22,29.553,"f"
"3863",2004499,2004,1388,38,17.849,"f"
"3864",2004501,2004,1388,37,136,"f"
"3865",2004503,2004,1437,16,260.448,"f"
"3866",2004505,2004,1487,20,175.884,"f"
"3867",2004507,2004,1486,17,56.555,"f"
"3868",2004509,2004,1486,16,272.909,"f"
"3869",2004511,2004,1536,26,221.769,"f"
"3870",2004513,2004,1536,16,316.799,"f"
"3871",2004515,2004,1536,23,149.632,"f"
"3872",2004517,2004,1536,29,41.516,"f"
"3873",2004519,2004,1586,12,7.732,"f"
"3874",2004521,2004,1586,11,11.789,"f"
"3875",2004523,2004,1730,16,30.158,"f"
"3876",2004525,2004,1730,17,7.807,"f"
"3877",2004527,2004,1729,10,11.732,"f"
"3878",2004529,2004,1779,21,25.421,"f"
"3879",2004531,2004,1778,14,41.224,"f"
"3880",2004533,2004,1778,25,34.73,"f"
"3881",2004535,2004,1778,16,45.024,"f"
"3882",2004537,2004,1777,24,94.713,"f"
"3883",2004539,2004,1875,20,19.185,"f"
"3884",2004541,2004,1875,21,16.212,"f"
"3885",2004543,2004,1876,26,8.615,"f"
"3886",2004545,2004,1826,28,23.348,"f"
"3887",2004547,2004,1827,33,31.289,"f"
"3888",2004549,2004,2219,15,51.374,"f"
"3889",2004551,2004,2219,22,16.041,"f"
"3890",2004553,2004,2219,21,7.828,"f"
"3891",2004555,2004,2269,21,42.163,"f"
"3892",2004557,2004,2269,19,22.152,"f"
"3893",2004559,2004,2269,20,15.478,"f"
"3894",2004561,2004,2319,19,21.189,"f"
"3895",2004563,2004,2319,24,16.382,"f"
"3896",2004565,2004,2318,16,22.143,"f"
"3897",2004567,2004,2822,12,1.371,"f"
"3898",2004569,2004,2772,16,4.249,"f"
"3899",2004571,2004,2771,22,13.723,"f"
"3900",2004573,2004,2771,28,13.907,"f"
"3901",2004575,2004,2721,22,18.341,"f"
"3902",2004577,2004,2721,22,14.27,"f"
"3903",2004579,2004,2670,22,11.761,"f"
"3904",2004581,2004,2670,25,25.891,"f"
"3905",2004583,2004,2620,15,13.157,"f"
"3906",2004585,2004,2620,22,7.353,"f"
"3907",2004587,2004,2620,19,65.311,"f"
"3908",2004589,2004,2569,32,30.298,"f"
"3909",2004591,2004,2569,20,83.338,"f"
"3910",2004593,2004,2519,13,37.939,"f"
"3911",2004595,2004,2519,18,4.536,"f"
"3912",2004597,2004,2469,30,78.577,"f"
"3913",2004599,2004,2419,25,55.274,"f"
"3914",2004601,2004,2419,31,71.505,"f"
"3915",2004603,2004,2319,18,65.801,"f"
"3916",2004605,2004,1972,25,62.031,"f"
"3917",2004607,2004,1973,26,103.48,"f"
"3918",2004609,2004,1923,16,43.472,"f"
"3919",2004611,2004,1924,20,14.528,"f"
"3920",2005001,2005,1826,19,42.292,"f"
"3921",2005003,2005,1876,19,10.82,"f"
"3922",2005005,2005,1875,17,4.617,"f"
"3923",2005007,2005,1874,6,9.863,"f"
"3924",2005009,2005,1924,9,8.05,"f"
"3925",2005011,2005,1923,14,14.615,"f"
"3926",2005013,2005,1973,14,8.886,"f"
"3927",2005015,2005,2318,24,55.798,"f"
"3928",2005017,2005,2318,25,45.482,"f"
"3929",2005019,2005,2318,13,48.351,"f"
"3930",2005021,2005,2319,15,17.408,"f"
"3931",2005023,2005,2269,18,57.473,"f"
"3932",2005025,2005,2269,16,13.979,"f"
"3933",2005027,2005,2269,15,38.482,"f"
"3934",2005029,2005,2219,15,15.983,"f"
"3935",2005031,2005,2219,12,66.893,"f"
"3936",2005033,2005,2219,15,16.407,"f"
"3937",2005035,2005,2219,22,35.739,"f"
"3938",2005037,2005,2169,17,47.824,"f"
"3939",2005039,2005,2169,12,289.423,"f"
"3940",2005041,2005,2169,14,124.129,"f"
"3941",2005043,2005,2170,10,7.952,"f"
"3942",2005045,2005,2120,10,60.528,"f"
"3943",2005047,2005,2120,12,54.615,"f"
"3944",2005049,2005,2120,15,30.78,"f"
"3945",2005051,2005,2120,15,62.916,"f"
"3946",2005053,2005,2070,17,74.321,"f"
"3947",2005055,2005,2070,20,65.966,"f"
"3948",2005057,2005,1972,16,42.203,"f"
"3949",2005059,2005,2022,18,55.795,"f"
"3950",2005061,2005,2021,23,54.63,"f"
"3951",2005063,2005,2021,24,58.39,"f"
"3952",2005065,2005,2071,22,73.637,"f"
"3953",2005067,2005,2071,21,53.324,"f"
"3954",2005069,2005,2419,25,37.776,"f"
"3955",2005071,2005,2419,27,30.674,"f"
"3956",2005073,2005,2469,23,63.044,"f"
"3957",2005075,2005,2519,28,37.233,"f"
"3958",2005077,2005,2519,10,104.564,"f"
"3959",2005079,2005,2569,8,100.972,"f"
"3960",2005081,2005,2569,20,100.998,"f"
"3961",2005083,2005,2570,19,95.311,"f"
"3962",2005085,2005,2620,22,99.896,"f"
"3963",2005087,2005,2822,23,118.486,"f"
"3964",2005089,2005,2772,29,75.531,"f"
"3965",2005091,2005,2772,29,38.943,"f"
"3966",2005093,2005,2771,24,155.041,"f"
"3967",2005095,2005,2721,24,89.848,"f"
"3968",2005097,2005,2721,25,40.051,"f"
"3969",2005099,2005,2670,27,88.224,"f"
"3970",2005101,2005,2670,24,49.934,"f"
"3971",2005103,2005,2670,25,21.306,"f"
"3972",2005105,2005,1779,19,107.996,"f"
"3973",2005107,2005,1729,25,65.625,"f"
"3974",2005109,2005,1730,16,44.749,"f"
"3975",2005111,2005,1730,28,127.892,"f"
"3976",2005113,2005,1680,15,251.793,"f"
"3977",2005115,2005,1630,19,146.088,"f"
"3978",2005117,2005,1630,15,62.849,"f"
"3979",2005119,2005,1631,22,389.274,"f"
"3980",2005121,2005,1388,15,189.017,"f"
"3981",2005123,2005,1388,17,99.829,"f"
"3982",2005125,2005,1388,15,126.452,"f"
"3983",2005127,2005,1340,11,170.029,"f"
"3984",2005129,2005,1340,12,307.593,"f"
"3985",2005131,2005,1341,9,893.021,"f"
"3986",2005133,2005,1342,19,199.395,"f"
"3987",2005135,2005,1343,17,1183.426,"f"
"3988",2005137,2005,1198,10,2302.801,"f"
"3989",2005139,2005,1197,16,104.415,"f"
"3990",2005141,2005,1247,25,42.256,"f"
"3991",2005143,2005,1246,24,52.43,"f"
"3992",2005145,2005,1246,25,43.043,"f"
"3993",2005147,2005,1245,24,59.694,"f"
"3994",2005149,2005,1295,20,80.591,"f"
"3995",2005151,2005,1294,11,696.48,"f"
"3996",2005153,2005,1294,12,659.038,"f"
"3997",2005155,2005,1343,15,320.201,"f"
"3998",2005157,2005,1827,18,85.378,"f"
"3999",2005159,2005,1827,16,24.327,"f"
"4000",2005161,2005,1778,13,38.127,"f"
"4001",2005163,2005,1778,7,83.728,"f"
"4002",2005165,2005,1778,13,41.036,"f"
"4003",2005167,2005,1582,8,13.215,"f"
"4004",2005169,2005,1582,13,63.778,"f"
"4005",2005171,2005,1532,25,42.279,"f"
"4006",2005173,2005,1533,34,30.669,"f"
"4007",2005175,2005,1534,22,67.396,"f"
"4008",2005177,2005,1534,29,42.531,"f"
"4009",2005179,2005,1534,19,172.542,"f"
"4010",2005181,2005,1535,20,42.283,"f"
"4011",2005183,2005,1536,26,29.561,"f"
"4012",2005185,2005,1437,11,162.02,"f"
"4013",2005187,2005,1487,23,66.574,"f"
"4014",2005189,2005,1486,18,69.624,"f"
"4015",2005191,2005,1486,14,135.171,"f"
"4016",2005193,2005,1536,16,237.933,"f"
"4017",2005195,2005,1536,19,126.577,"f"
"4018",2005197,2005,1536,18,383.898,"f"
"4019",2005199,2005,1586,16,168.247,"f"
"4020",2005201,2005,1586,16,84.737,"f"
"4021",2005203,2005,1586,19,43.233,"f"
"4022",2005205,2005,1923,19,4.038,"f"
"4023",2005207,2005,1923,24,35.129,"f"
"4024",2005209,2005,1973,10,1.782,"f"
"4025",2005211,2005,1972,4,2.82,"f"
"4026",2005213,2005,2022,15,40.596,"f"
"4027",2005215,2005,2021,23,38.54,"f"
"4028",2005217,2005,2021,14,72.263,"f"
"4029",2005219,2005,2071,13,53.414,"f"
"4030",2005221,2005,2071,18,80.864,"f"
"4031",2005223,2005,2419,16,212.667,"f"
"4032",2005225,2005,2419,15,77.702,"f"
"4033",2005227,2005,2469,18,76.893,"f"
"4034",2005229,2005,2519,24,42.634,"f"
"4035",2005231,2005,2519,21,55.056,"f"
"4036",2005233,2005,2569,22,56.918,"f"
"4037",2005235,2005,2569,21,48.601,"f"
"4038",2005237,2005,2570,31,150.711,"f"
"4039",2005239,2005,2822,27,42.484,"f"
"4040",2005241,2005,2772,23,19.927,"f"
"4041",2005243,2005,2771,19,58.439,"f"
"4042",2005245,2005,2771,16,301.491,"f"
"4043",2005247,2005,2721,22,81.992,"f"
"4044",2005249,2005,2721,22,50.981,"f"
"4045",2005251,2005,2670,29,54.277,"f"
"4046",2005253,2005,2670,27,31.202,"f"
"4047",2005255,2005,2620,18,20.432,"f"
"4048",2005257,2005,2620,17,56.341,"f"
"4049",2005259,2005,2319,32,16.616,"f"
"4050",2005261,2005,2318,22,21.428,"f"
"4051",2005263,2005,2318,24,17.01,"f"
"4052",2005265,2005,2319,15,5.103,"f"
"4053",2005267,2005,2269,19,38.991,"f"
"4054",2005269,2005,2269,16,71.694,"f"
"4055",2005271,2005,2269,17,175.702,"f"
"4056",2005273,2005,2269,19,32.785,"f"
"4057",2005275,2005,2219,14,36.751,"f"
"4058",2005277,2005,2219,19,12.753,"f"
"4059",2005279,2005,2219,16,13.528,"f"
"4060",2005281,2005,2169,18,89.533,"f"
"4061",2005283,2005,2169,27,27.937,"f"
"4062",2005285,2005,2170,26,57.28,"f"
"4063",2005287,2005,2170,12,32.2,"f"
"4064",2005289,2005,2120,17,17.929,"f"
"4065",2005291,2005,2120,18,8.808,"f"
"4066",2005293,2005,2120,16,19.941,"f"
"4067",2005295,2005,2120,8,153.388,"f"
"4068",2005297,2005,2070,15,47.887,"f"
"4069",2005299,2005,2070,14,208.174,"f"
"4070",2005301,2005,1586,9,8.198,"f"
"4071",2005303,2005,1586,8,10.039,"f"
"4072",2005305,2005,1586,13,10.985,"f"
"4073",2005307,2005,1536,14,18.653,"f"
"4074",2005309,2005,1536,9,6.84,"f"
"4075",2005311,2005,1536,13,16.011,"f"
"4076",2005313,2005,1486,18,47.117,"f"
"4077",2005315,2005,1486,11,565.403,"f"
"4078",2005317,2005,1487,13,19.753,"f"
"4079",2005319,2005,1437,13,20.776,"f"
"4080",2005321,2005,1388,16,102.194,"f"
"4081",2005323,2005,1388,18,78.262,"f"
"4082",2005325,2005,1294,23,310.803,"f"
"4083",2005327,2005,1294,17,526.28,"f"
"4084",2005329,2005,1246,19,236.279,"f"
"4085",2005331,2005,1246,16,88.43,"f"
"4086",2005333,2005,1246,17,126.719,"f"
"4087",2005335,2005,1247,16,121.952,"f"
"4088",2005337,2005,1197,15,257.621,"f"
"4089",2005339,2005,1245,19,118.994,"f"
"4090",2005341,2005,1295,16,204.148,"f"
"4091",2005343,2005,1295,18,174.612,"f"
"4092",2005345,2005,1343,29,34.374,"f"
"4093",2005347,2005,1342,17,326.26,"f"
"4094",2005349,2005,1342,24,58.357,"f"
"4095",2005351,2005,1340,20,117.561,"f"
"4096",2005353,2005,1340,14,251.137,"f"
"4097",2005355,2005,1389,14,84.272,"f"
"4098",2005357,2005,1924,20,99.531,"f"
"4099",2005359,2005,1875,20,16.733,"f"
"4100",2005361,2005,1876,20,66.675,"f"
"4101",2005363,2005,1826,22,17.119,"f"
"4102",2005365,2005,1827,21,18.949,"f"
"4103",2005367,2005,1777,22,117.3,"f"
"4104",2005369,2005,1778,17,7.575,"f"
"4105",2005371,2005,1778,22,138.385,"f"
"4106",2005373,2005,1778,25,9.524,"f"
"4107",2005375,2005,1586,18,33.866,"f"
"4108",2005377,2005,1535,25,284.454,"f"
"4109",2005379,2005,1534,15,80.558,"f"
"4110",2005381,2005,1534,17,52.547,"f"
"4111",2005383,2005,1534,13,165.176,"f"
"4112",2005385,2005,1533,22,190.05,"f"
"4113",2005387,2005,1582,13,157.24,"f"
"4114",2005389,2005,1582,20,19.588,"f"
"4115",2005391,2005,1582,15,15.345,"f"
"4116",2005393,2005,1581,19,63.705,"f"
"4117",2005395,2005,1630,12,20.666,"f"
"4118",2005397,2005,1630,20,52.496,"f"
"4119",2005399,2005,1680,14,145.961,"f"
"4120",2005401,2005,1730,19,91.762,"f"
"4121",2005403,2005,1730,14,35.811,"f"
"4122",2005405,2005,1729,18,21.811,"f"
"4123",2005407,2005,1729,17,6.899,"f"
"4124",2005409,2005,1486,33,31.255,"f"
"4125",2005411,2005,1486,38,78.515,"f"
"4126",2005413,2005,1536,18,112.436,"f"
"4127",2005415,2005,1487,26,47.25,"f"
"4128",2005417,2005,1536,33,44.869,"f"
"4129",2005419,2005,1536,20,15.055,"f"
"4130",2005421,2005,1536,26,16.188,"f"
"4131",2005423,2005,1586,14,67.751,"f"
"4132",2005425,2005,1586,15,237.053,"f"
"4133",2005427,2005,1586,22,66.729,"f"
"4134",2005429,2005,1536,25,69.747,"f"
"4135",2005431,2005,1534,21,134.198,"f"
"4136",2005433,2005,1534,28,23.703,"f"
"4137",2005435,2005,1534,32,40.523,"f"
"4138",2005437,2005,1533,20,60.985,"f"
"4139",2005439,2005,1582,25,59.416,"f"
"4140",2005441,2005,1532,23,73.255,"f"
"4141",2005443,2005,1582,23,91.734,"f"
"4142",2005445,2005,1581,14,180.794,"f"
"4143",2005447,2005,1631,32,40.501,"f"
"4144",2005449,2005,1680,31,53.888,"f"
"4145",2005451,2005,1680,26,19.936,"f"
"4146",2005453,2005,1730,21,26.498,"f"
"4147",2005455,2005,1729,19,30.854,"f"
"4148",2005457,2005,1730,13,4.223,"f"
"4149",2005459,2005,1730,10,2.692,"f"
"4150",2005461,2005,2120,16,131.105,"f"
"4151",2005463,2005,2170,19,42.676,"f"
"4152",2005465,2005,2169,26,79.495,"f"
"4153",2005467,2005,2219,21,34.776,"f"
"4154",2005469,2005,2219,25,142.282,"f"
"4155",2005471,2005,2269,20,73.153,"f"
"4156",2005473,2005,2319,23,617.412,"f"
"4157",2005475,2005,2318,20,163.016,"f"
"4158",2005477,2005,2772,20,27.785,"f"
"4159",2005479,2005,2771,22,78.422,"f"
"4160",2005481,2005,2771,22,16.031,"f"
"4161",2005483,2005,2771,23,67.192,"f"
"4162",2005485,2005,2721,22,132.115,"f"
"4163",2005487,2005,2721,24,109.277,"f"
"4164",2005489,2005,2670,20,71.843,"f"
"4165",2005491,2005,2670,16,44.91,"f"
"4166",2005493,2005,2620,15,6.79,"f"
"4167",2005495,2005,2620,21,104.397,"f"
"4168",2005497,2005,2620,24,217.109,"f"
"4169",2005499,2005,2569,25,153.897,"f"
"4170",2005501,2005,2569,23,231.704,"f"
"4171",2005503,2005,2519,24,145.775,"f"
"4172",2005505,2005,2519,22,102.102,"f"
"4173",2005507,2005,2469,22,232.986,"f"
"4174",2005509,2005,2419,24,611.865,"f"
"4175",2005511,2005,2419,23,94.031,"f"
"4176",2005513,2005,2319,21,37.098,"f"
"4177",2005515,2005,2319,13,4.255,"f"
"4178",2005517,2005,2269,10,38.288,"f"
"4179",2005519,2005,2120,4,5.45,"f"
"4180",2005521,2005,2120,19,68.895,"f"
"4181",2005523,2005,2120,17,20.059,"f"
"4182",2005525,2005,2170,20,102.772,"f"
"4183",2005527,2005,2169,11,199.765,"f"
"4184",2005529,2005,2219,18,21.771,"f"
"4185",2005531,2005,2219,18,17.373,"f"
"4186",2005533,2005,2219,19,294.263,"f"
"4187",2005535,2005,2070,20,17.506,"f"
"4188",2005537,2005,2070,17,14.527,"f"
"4189",2005539,2005,2071,10,27.323,"f"
"4190",2005541,2005,2071,18,11.069,"f"
"4191",2005543,2005,2021,18,6.736,"f"
"4192",2005545,2005,2021,20,27.182,"f"
"4193",2005547,2005,2021,17,10.054,"f"
"4194",2005549,2005,1972,12,1493.214,"f"
"4195",2005551,2005,1923,24,265.958,"f"
"4196",2005553,2005,1923,24,11.146,"f"
"4197",2005555,2005,1924,20,10.252,"f"
"4198",2005557,2005,1437,18,324.834,"f"
"4199",2005559,2005,1388,26,46.264,"f"
"4200",2005561,2005,1388,18,62.175,"f"
"4201",2005563,2005,1389,29,104.483,"f"
"4202",2005565,2005,1198,16,1544.38,"f"
"4203",2005567,2005,1197,16,304.141,"f"
"4204",2005569,2005,1247,5,3132.749,"f"
"4205",2005571,2005,1246,19,251.438,"f"
"4206",2005573,2005,1246,23,151.697,"f"
"4207",2005575,2005,1245,13,882.134,"f"
"4208",2005577,2005,1295,19,1214.093,"f"
"4209",2005579,2005,1294,14,1513.876,"f"
"4210",2005581,2005,1294,19,1977.925,"f"
"4211",2005583,2005,1343,18,1555.429,"f"
"4212",2005585,2005,1343,27,46.829,"f"
"4213",2005587,2005,1342,23,168.973,"f"
"4214",2005589,2005,1342,21,129.927,"f"
"4215",2005591,2005,1340,17,89.074,"f"
"4216",2005593,2005,1340,18,280.039,"f"
"4217",2005595,2005,1778,9,22.692,"f"
"4218",2005597,2005,1778,15,114.984,"f"
"4219",2005599,2005,1778,13,8.515,"f"
"4220",2005601,2005,1777,21,28.421,"f"
"4221",2005603,2005,1827,16,19.354,"f"
"4222",2005605,2005,1826,16,13.073,"f"
"4223",2005607,2005,1876,15,38.262,"f"
"4224",2005609,2005,1875,21,5.41,"f"
"4225",2005611,2005,1875,24,22.512,"f"
"4226",2006001,2006,1582,11,18.23,"f"
"4227",2006003,2006,1582,11,131.097,"f"
"4228",2006005,2006,1532,11,143.601,"f"
"4229",2006007,2006,1533,13,45.462,"f"
"4230",2006009,2006,1534,7,302.25,"f"
"4231",2006011,2006,1534,7,64.446,"f"
"4232",2006013,2006,1534,7,128.255,"f"
"4233",2006015,2006,1536,13,67.545,"f"
"4234",2006017,2006,1586,11,85.148,"f"
"4235",2006019,2006,1341,17,130.755,"f"
"4236",2006021,2006,1342,18,272.791,"f"
"4237",2006023,2006,1343,18,291.243,"f"
"4238",2006025,2006,1198,15,203.372,"f"
"4239",2006027,2006,1247,17,515.793,"f"
"4240",2006029,2006,1247,17,568.859,"f"
"4241",2006031,2006,1246,12,976.549,"f"
"4242",2006033,2006,1246,15,1101.97,"f"
"4243",2006035,2006,1245,14,137.167,"f"
"4244",2006037,2006,1295,19,172.952,"f"
"4245",2006039,2006,1294,15,1244.949,"f"
"4246",2006041,2006,1294,13,407.985,"f"
"4247",2006043,2006,1340,9,871.133,"f"
"4248",2006045,2006,1340,12,1995.781,"f"
"4249",2006047,2006,1389,19,368.059,"f"
"4250",2006049,2006,1388,20,533.311,"f"
"4251",2006051,2006,1437,18,289.364,"f"
"4252",2006053,2006,1487,17,160.197,"f"
"4253",2006055,2006,1486,18,236.888,"f"
"4254",2006057,2006,1486,19,283.717,"f"
"4255",2006059,2006,1536,16,710.53,"f"
"4256",2006061,2006,1536,24,229.574,"f"
"4257",2006063,2006,1536,23,334.45,"f"
"4258",2006065,2006,1536,20,38.469,"f"
"4259",2006067,2006,1586,12,74.557,"f"
"4260",2006069,2006,2120,13,32.663,"f"
"4261",2006071,2006,2120,13,10.833,"f"
"4262",2006073,2006,2120,14,34.469,"f"
"4263",2006075,2006,2170,7,1.044,"f"
"4264",2006077,2006,2170,18,121.092,"f"
"4265",2006079,2006,2169,26,194.827,"f"
"4266",2006081,2006,2169,21,18.649,"f"
"4267",2006083,2006,2219,26,42.644,"f"
"4268",2006085,2006,2219,16,16.085,"f"
"4269",2006087,2006,2219,12,8.773,"f"
"4270",2006089,2006,2219,19,10.378,"f"
"4271",2006091,2006,2670,19,137.801,"f"
"4272",2006093,2006,2670,19,109.57,"f"
"4273",2006095,2006,2721,23,66.298,"f"
"4274",2006097,2006,2721,20,66.468,"f"
"4275",2006099,2006,2771,17,105.225,"f"
"4276",2006101,2006,2771,17,67.134,"f"
"4277",2006103,2006,2771,16,107.805,"f"
"4278",2006105,2006,2822,18,263.039,"f"
"4279",2006107,2006,2620,18,167.209,"f"
"4280",2006109,2006,2620,21,192.202,"f"
"4281",2006111,2006,2620,13,282.99,"f"
"4282",2006113,2006,2620,13,183.362,"f"
"4283",2006115,2006,2569,9,282.449,"f"
"4284",2006117,2006,2569,18,626.549,"f"
"4285",2006119,2006,2519,17,546.653,"f"
"4286",2006121,2006,2519,22,85.275,"f"
"4287",2006123,2006,2469,15,249.712,"f"
"4288",2006125,2006,2419,16,325.891,"f"
"4289",2006127,2006,2419,18,163.739,"f"
"4290",2006129,2006,2021,18,38.054,"f"
"4291",2006131,2006,1972,10,13.976,"f"
"4292",2006133,2006,1923,13,47.098,"f"
"4293",2006135,2006,1923,5,81.759,"f"
"4294",2006137,2006,1924,8,20.805,"f"
"4295",2006139,2006,1874,11,72.502,"f"
"4296",2006141,2006,2319,21,35.53,"f"
"4297",2006143,2006,2318,14,101.046,"f"
"4298",2006145,2006,2318,15,70.429,"f"
"4299",2006147,2006,2319,24,98.546,"f"
"4300",2006149,2006,2269,23,38.379,"f"
"4301",2006151,2006,2269,17,48.681,"f"
"4302",2006153,2006,2269,18,14.7,"f"
"4303",2006155,2006,2269,21,28.93,"f"
"4304",2006157,2006,2120,20,96.373,"f"
"4305",2006159,2006,2070,10,103.878,"f"
"4306",2006161,2006,2070,10,41.644,"f"
"4307",2006163,2006,2071,11,149.584,"f"
"4308",2006165,2006,2071,10,30.672,"f"
"4309",2006167,2006,2021,19,132.314,"f"
"4310",2006169,2006,2021,12,145.83,"f"
"4311",2006171,2006,1875,14,63.732,"f"
"4312",2006173,2006,1876,14,231.044,"f"
"4313",2006175,2006,1876,6,19.609,"f"
"4314",2006177,2006,1826,12,227.88,"f"
"4315",2006179,2006,1827,17,18.698,"f"
"4316",2006181,2006,1827,15,15.231,"f"
"4317",2006183,2006,1777,17,32.622,"f"
"4318",2006185,2006,1778,22,10.602,"f"
"4319",2006187,2006,1778,14,15.942,"f"
"4320",2006189,2006,1729,20,114.377,"f"
"4321",2006191,2006,1729,20,95.924,"f"
"4322",2006193,2006,1730,12,6.397,"f"
"4323",2006195,2006,1730,15,194.258,"f"
"4324",2006197,2006,1581,9,68.117,"f"
"4325",2006199,2006,1631,14,15.597,"f"
"4326",2006201,2006,1680,10,6.751,"f"
"4327",2006203,2006,1680,15,58.373,"f"
"4328",2006205,2006,1582,18,6.277,"f"
"4329",2006207,2006,1582,19,98.326,"f"
"4330",2006209,2006,1582,17,12.564,"f"
"4331",2006211,2006,1533,13,19.692,"f"
"4332",2006213,2006,1534,16,227.673,"f"
"4333",2006215,2006,1534,14,53.233,"f"
"4334",2006217,2006,1535,22,136.978,"f"
"4335",2006219,2006,1536,20,139.57,"f"
"4336",2006221,2006,1294,15,668.2,"f"
"4337",2006223,2006,1294,17,303.149,"f"
"4338",2006225,2006,1295,9,479.807,"f"
"4339",2006227,2006,1245,15,145.7,"f"
"4340",2006229,2006,1246,20,185.121,"f"
"4341",2006231,2006,1246,25,59.951,"f"
"4342",2006233,2006,1247,18,74.605,"f"
"4343",2006235,2006,1197,23,422.906,"f"
"4344",2006237,2006,1198,15,173.046,"f"
"4345",2006239,2006,1343,17,10.157,"f"
"4346",2006241,2006,1342,25,111.467,"f"
"4347",2006243,2006,1342,23,38.766,"f"
"4348",2006245,2006,1340,23,81.518,"f"
"4349",2006247,2006,1340,16,107.812,"f"
"4350",2006249,2006,1388,26,25.685,"f"
"4351",2006251,2006,1388,21,101.419,"f"
"4352",2006253,2006,1437,17,219.726,"f"
"4353",2006255,2006,1487,16,140.215,"f"
"4354",2006257,2006,1486,16,109.777,"f"
"4355",2006259,2006,1486,24,226.707,"f"
"4356",2006261,2006,1536,17,316.339,"f"
"4357",2006263,2006,1536,16,230.369,"f"
"4358",2006265,2006,1536,20,110.15,"f"
"4359",2006267,2006,1586,23,32.868,"f"
"4360",2006269,2006,1586,14,6.757,"f"
"4361",2006271,2006,2269,26,31.939,"f"
"4362",2006273,2006,2319,23,37.74,"f"
"4363",2006275,2006,2319,13,33.195,"f"
"4364",2006277,2006,2318,19,29.885,"f"
"4365",2006279,2006,2319,22,8.596,"f"
"4366",2006281,2006,2419,21,99.143,"f"
"4367",2006283,2006,2419,17,38.919,"f"
"4368",2006285,2006,2822,13,79.38,"f"
"4369",2006287,2006,2772,22,34.872,"f"
"4370",2006289,2006,2771,12,311.145,"f"
"4371",2006291,2006,2771,19,93.008,"f"
"4372",2006293,2006,2721,17,16.468,"f"
"4373",2006295,2006,2721,16,12.143,"f"
"4374",2006297,2006,2670,21,32.346,"f"
"4375",2006299,2006,2670,14,10.104,"f"
"4376",2006301,2006,2670,18,11.607,"f"
"4377",2006303,2006,2620,18,22.769,"f"
"4378",2006305,2006,2620,22,16.781,"f"
"4379",2006307,2006,2620,18,63.293,"f"
"4380",2006309,2006,2569,16,36.044,"f"
"4381",2006311,2006,2569,24,121.069,"f"
"4382",2006313,2006,2519,18,123.494,"f"
"4383",2006315,2006,2519,17,103.249,"f"
"4384",2006317,2006,2469,15,630.79,"f"
"4385",2006319,2006,2269,22,14.838,"f"
"4386",2006321,2006,2120,18,23.471,"f"
"4387",2006323,2006,2120,22,40.201,"f"
"4388",2006325,2006,2120,16,14.832,"f"
"4389",2006327,2006,2120,16,49.473,"f"
"4390",2006329,2006,2070,16,59.933,"f"
"4391",2006331,2006,2070,18,61.637,"f"
"4392",2006333,2006,2071,17,134.22,"f"
"4393",2006335,2006,2071,18,35.581,"f"
"4394",2006337,2006,2021,19,57.723,"f"
"4395",2006339,2006,2021,15,113.034,"f"
"4396",2006341,2006,2022,20,18.018,"f"
"4397",2006343,2006,1581,22,142.342,"f"
"4398",2006345,2006,1631,20,219.366,"f"
"4399",2006347,2006,1630,23,159.191,"f"
"4400",2006349,2006,1630,17,28.073,"f"
"4401",2006351,2006,1680,17,310.647,"f"
"4402",2006353,2006,1730,15,137.944,"f"
"4403",2006355,2006,1730,11,19.021,"f"
"4404",2006357,2006,1729,21,46.586,"f"
"4405",2006359,2006,1779,19,50.74,"f"
"4406",2006361,2006,1778,25,127.16,"f"
