"","event","year","rasterID","S","biomass","yrcat"
"606",1991523,1991,2169,30,18.22,"a"
"607",1991525,1991,2170,32,61.505,"a"
"608",1991527,1991,1972,25,253.91,"a"
"609",1991529,1991,1973,18,8.09,"a"
"610",1991531,1991,1923,16,11.202,"a"
"611",1991533,1991,1923,25,31.487,"a"
"612",1991535,1991,1924,21,28.832,"a"
"613",1992001,1992,1777,29,47.71,"b"
"614",1992003,1992,1777,26,37.547,"b"
"615",1992005,1992,1586,29,250.807,"b"
"616",1992007,1992,1534,27,147.155,"b"
"617",1992009,1992,1534,29,282.868,"b"
"618",1992011,1992,1534,24,359.422,"b"
"619",1992013,1992,1533,20,432.908,"b"
"620",1992015,1992,1532,26,253.988,"b"
"621",1992017,1992,1582,26,238.069,"b"
"622",1992019,1992,1582,22,321.199,"b"
"623",1992021,1992,1581,23,179.291,"b"
"624",1992023,1992,1630,32,249.96,"b"
"625",1992025,1992,1680,29,181.178,"b"
"626",1992027,1992,1778,28,20.705,"b"
"627",1992029,1992,1778,15,2.527,"b"
"628",1992031,1992,1779,11,207.597,"b"
"629",1992033,1992,1779,12,2.082,"b"
"630",1992035,1992,1730,10,1.749,"b"
"631",1992037,1992,1730,22,6.519,"b"
"632",1992039,1992,1730,23,24.922,"b"
"633",1992041,1992,1730,24,67.099,"b"
"634",1992043,1992,1680,33,195.475,"b"
"635",1992045,1992,1680,24,312.402,"b"
"636",1992047,1992,1680,23,60.867,"b"
"637",1992049,1992,1680,21,135.425,"b"
"638",1992051,1992,1680,19,111.983,"b"
"639",1992053,1992,1680,19,60.94,"b"
"640",1992055,1992,1826,17,232.715,"b"
"641",1992057,1992,1876,24,332.468,"b"
"642",1992059,1992,1875,14,12.204,"b"
"643",1992063,1992,1875,31,85.015,"b"
"644",1992065,1992,1924,21,11.887,"b"
"645",1992071,1992,1924,13,9.685,"b"
"646",1992073,1992,1923,25,20.006,"b"
"647",1992075,1992,1923,23,11.012,"b"
"648",1992077,1992,1973,16,4.784,"b"
"649",1992079,1992,1972,25,35.769,"b"
"650",1992081,1992,2022,18,16.866,"b"
"651",1992085,1992,2021,28,30.003,"b"
"652",1992097,1992,1586,9,19.862,"b"
"653",1992099,1992,1586,18,566.189,"b"
"654",1992101,1992,1586,17,315.44,"b"
"655",1992103,1992,1536,30,419.799,"b"
"656",1992105,1992,1486,16,1185.909,"b"
"657",1992107,1992,1487,17,679.551,"b"
"658",1992109,1992,2219,8,4.719,"b"
"659",1992111,1992,2269,14,17.082,"b"
"660",1992113,1992,2269,14,8.791,"b"
"661",1992115,1992,2269,19,13.043,"b"
"662",1992117,1992,2319,27,56.886,"b"
"663",1992119,1992,2318,28,45.503,"b"
"664",1992121,1992,2318,25,61.181,"b"
"665",1992127,1992,2772,8,2.006,"b"
"666",1992129,1992,2771,6,10.856,"b"
"667",1992131,1992,2771,16,49.328,"b"
"668",1992133,1992,2721,24,186.937,"b"
"669",1992135,1992,2671,18,47.054,"b"
"670",1992141,1992,2670,28,95.904,"b"
"671",1992143,1992,2620,33,97.386,"b"
"672",1992147,1992,2569,22,40.461,"b"
"673",1992151,1992,2519,28,141.298,"b"
"674",1992159,1992,2419,29,154.311,"b"
"675",1992175,1992,2169,25,29.011,"b"
"676",1992177,1992,2169,30,21.018,"b"
"677",1992179,1992,2170,23,25.151,"b"
"678",1992181,1992,2120,6,14.653,"b"
"679",1992183,1992,2120,6,5.416,"b"
"680",1992185,1992,2120,23,10.27,"b"
"681",1992187,1992,2120,21,10.454,"b"
"682",1992195,1992,1246,37,637.163,"b"
"683",1992197,1992,1246,37,462.835,"b"
"684",1992199,1992,1295,23,1784.949,"b"
"685",1992203,1992,1393,23,87.863,"b"
"686",1992205,1992,1342,27,70.496,"b"
"687",1992207,1992,1340,24,55.393,"b"
"688",1992209,1992,1388,31,294.751,"b"
"689",1992211,1992,1586,8,20.325,"b"
"690",1992213,1992,1586,6,18.138,"b"
"691",1992215,1992,1586,23,97.131,"b"
"692",1992217,1992,1536,22,44.165,"b"
"693",1992219,1992,1536,17,70.774,"b"
"694",1992221,1992,1487,18,71.479,"b"
"695",1992223,1992,1388,31,80.498,"b"
"696",1992225,1992,1246,10,3.661,"b"
"697",1992227,1992,1246,19,54.116,"b"
"698",1992229,1992,1295,8,4.986,"b"
"699",1992233,1992,1342,24,48.522,"b"
"700",1992235,1992,1340,36,112.843,"b"
"701",1992237,1992,1340,27,192.343,"b"
"702",1992239,1992,1777,28,30.673,"b"
"703",1992241,1992,1777,30,96.239,"b"
"704",1992243,1992,1778,25,19.371,"b"
"705",1992245,1992,1778,14,9.114,"b"
"706",1992247,1992,1779,18,9.86,"b"
"707",1992249,1992,1586,11,7.974,"b"
"708",1992251,1992,1535,39,465.235,"b"
"709",1992253,1992,1534,34,159.892,"b"
"710",1992255,1992,1534,27,523.188,"b"
"711",1992257,1992,1533,32,209.832,"b"
"712",1992259,1992,1532,27,42.007,"b"
"713",1992261,1992,1582,19,21.706,"b"
"714",1992263,1992,1582,35,57.452,"b"
"715",1992265,1992,1581,28,82.461,"b"
"716",1992267,1992,1630,27,176.301,"b"
"717",1992269,1992,1680,32,151.24,"b"
"718",1992271,1992,1680,37,206.048,"b"
"719",1992273,1992,1680,32,256.723,"b"
"720",1992275,1992,1680,25,52.219,"b"
"721",1992277,1992,1680,29,46.373,"b"
"722",1992279,1992,1680,26,51.354,"b"
"723",1992281,1992,1680,38,148.539,"b"
"724",1992283,1992,1730,27,13.376,"b"
"725",1992285,1992,1730,18,13.993,"b"
"726",1992287,1992,1730,8,3.119,"b"
"727",1992289,1992,1730,9,10.203,"b"
"728",1992291,1992,1729,13,13.301,"b"
"729",1992293,1992,2120,20,31.12,"b"
"730",1992295,1992,2120,16,9.874,"b"
"731",1992297,1992,2120,15,16.507,"b"
"732",1992299,1992,2120,16,38.375,"b"
"733",1992301,1992,2170,10,6.134,"b"
"734",1992303,1992,2169,32,135.828,"b"
"735",1992305,1992,2169,20,32.893,"b"
"736",1992307,1992,2219,13,22.283,"b"
"737",1992309,1992,2269,18,56.489,"b"
"738",1992311,1992,2269,18,11.959,"b"
"739",1992313,1992,2269,18,20.224,"b"
"740",1992315,1992,2772,33,113.286,"b"
"741",1992317,1992,2771,17,15.408,"b"
"742",1992319,1992,2771,15,5.637,"b"
"743",1992321,1992,2721,30,19.537,"b"
"744",1992323,1992,2671,27,20.671,"b"
"745",1992325,1992,2670,14,3.374,"b"
"746",1992327,1992,2620,33,179.534,"b"
"747",1992329,1992,2569,22,27.323,"b"
"748",1992331,1992,2519,40,426.721,"b"
"749",1992333,1992,2419,29,219.986,"b"
"750",1992335,1992,2318,18,4.71,"b"
"751",1992337,1992,2318,19,13.866,"b"
"752",1992339,1992,2319,16,11.67,"b"
"753",1992341,1992,2021,24,12.589,"b"
"754",1992343,1992,2022,36,291.546,"b"
"755",1992345,1992,1972,21,14.181,"b"
"756",1992347,1992,1973,11,21.422,"b"
"757",1992349,1992,1923,14,19.619,"b"
"758",1992351,1992,1923,23,41.507,"b"
"759",1992353,1992,1924,11,16.656,"b"
"760",1992355,1992,1924,22,99.29,"b"
"761",1992357,1992,1874,25,57.077,"b"
"762",1992359,1992,1875,13,9.909,"b"
"763",1992361,1992,1875,14,11.583,"b"
"764",1992363,1992,1876,30,44.79,"b"
"765",1992365,1992,1826,23,14.48,"b"
"766",1992367,1992,1777,14,5.896,"b"
"767",1992369,1992,1777,29,64.77,"b"
"768",1992371,1992,1778,18,27.276,"b"
"769",1992373,1992,1778,17,13.843,"b"
"770",1992375,1992,1779,20,6.879,"b"
"771",1992377,1992,1779,17,12.178,"b"
"772",1992379,1992,1730,17,10.825,"b"
"773",1992381,1992,1487,33,212.894,"b"
"774",1992389,1992,1388,38,85.252,"b"
"775",1992391,1992,1340,37,448.284,"b"
"776",1992393,1992,1246,40,482.942,"b"
"777",1992397,1992,1246,43,156.738,"b"
"778",1992401,1992,1295,32,174.723,"b"
"779",1992403,1992,1294,31,142.239,"b"
"780",1992409,1992,1393,11,5.93,"b"
"781",1992413,1992,1342,35,159.264,"b"
"782",1992421,1992,1486,31,146.922,"b"
"783",1992423,1992,1536,26,151.001,"b"
"784",1992425,1992,1586,16,10.918,"b"
"785",1992427,1992,1586,16,11.397,"b"
"786",1992429,1992,1586,15,4.798,"b"
"787",1992435,1992,1730,9,63.702,"b"
"788",1992437,1992,1730,21,6.331,"b"
"789",1992439,1992,1730,25,26.406,"b"
"790",1992441,1992,1680,27,106.44,"b"
"791",1992443,1992,1680,18,54.468,"b"
"792",1992445,1992,1680,20,417.477,"b"
"793",1992447,1992,1680,12,53.108,"b"
"794",1992449,1992,1680,21,84.492,"b"
"795",1992451,1992,1680,22,75.82,"b"
"796",1992453,1992,1586,19,63.957,"b"
"797",1992457,1992,1535,25,95.488,"b"
"798",1992459,1992,1534,21,65.109,"b"
"799",1992461,1992,1534,32,204.361,"b"
"800",1992467,1992,1533,32,61.879,"b"
"801",1992469,1992,1582,31,105.843,"b"
"802",1992471,1992,1582,24,64.154,"b"
"803",1992473,1992,1582,32,114.282,"b"
"804",1992475,1992,1581,28,122.492,"b"
"805",1992477,1992,1630,32,217.729,"b"
"806",1992479,1992,1680,25,57.221,"b"
"807",1992481,1992,1874,21,3.574,"b"
"808",1992483,1992,1924,27,12.531,"b"
"809",1992485,1992,1875,21,109.239,"b"
"810",1992487,1992,1875,23,21.939,"b"
"811",1992489,1992,1876,30,15.043,"b"
"812",1992491,1992,1826,27,15.666,"b"
"813",1992493,1992,2120,32,51.658,"b"
"814",1992495,1992,2120,31,19.918,"b"
"815",1992497,1992,2120,20,48.457,"b"
"816",1992499,1992,2120,28,107.079,"b"
"817",1992501,1992,2170,13,30.991,"b"
"818",1992503,1992,2169,27,6.559,"b"
"819",1992505,1992,2169,25,6.979,"b"
"820",1992507,1992,2219,33,11.664,"b"
"821",1992509,1992,2269,17,6.22,"b"
"822",1992511,1992,2772,54,178.7,"b"
"823",1992513,1992,2771,40,68.658,"b"
"824",1992515,1992,2771,44,129.854,"b"
"825",1992517,1992,2721,35,50.338,"b"
"826",1992519,1992,2671,33,94.173,"b"
"827",1992521,1992,2670,36,75.602,"b"
"828",1992523,1992,2620,38,115.626,"b"
"829",1992525,1992,2569,33,57.817,"b"
"830",1992527,1992,2519,32,47.571,"b"
"831",1992529,1992,2419,32,24.171,"b"
"832",1992531,1992,2021,22,30.381,"b"
"833",1992533,1992,2022,23,47.707,"b"
"834",1992535,1992,1972,26,34.244,"b"
"835",1992537,1992,1973,12,12.292,"b"
"836",1992539,1992,1923,10,8.196,"b"
"837",1992541,1992,1923,31,60.29,"b"
"838",1992545,1992,2318,28,14.47,"b"
"839",1992547,1992,2318,30,22.064,"b"
"840",1992549,1992,2318,25,10.827,"b"
"841",1992551,1992,2269,9,2.245,"b"
"842",1992553,1992,2269,9,1.874,"b"
"843",1993001,1993,1826,27,39.282,"b"
"844",1993003,1993,1876,9,19.491,"b"
"845",1993009,1993,1875,21,15.479,"b"
"846",1993013,1993,1875,30,164.179,"b"
"847",1993015,1993,1874,20,612.752,"b"
"848",1993017,1993,1874,5,365.433,"b"
"849",1993027,1993,2022,23,38.713,"b"
"850",1993029,1993,1972,11,6.597,"b"
"851",1993031,1993,1973,16,70.725,"b"
"852",1993033,1993,1923,11,1.338,"b"
"853",1993035,1993,1923,8,41.292,"b"
"854",1993037,1993,1777,10,87.233,"b"
"855",1993039,1993,1777,11,353.988,"b"
"856",1993041,1993,1680,9,334.276,"b"
"857",1993043,1993,1680,20,138.706,"b"
"858",1993045,1993,1680,17,194.067,"b"
"859",1993047,1993,1680,10,515.935,"b"
"860",1993049,1993,1680,16,230.096,"b"
"861",1993051,1993,1680,15,819.145,"b"
"862",1993053,1993,1630,17,10.8,"b"
"863",1993055,1993,1581,19,28.642,"b"
"864",1993057,1993,1680,23,44.398,"b"
"865",1993059,1993,1730,20,18.116,"b"
"866",1993061,1993,1730,18,49.639,"b"
"867",1993063,1993,1778,3,7.84,"b"
"868",1993065,1993,1778,10,141.024,"b"
"869",1993067,1993,1779,6,15.43,"b"
"870",1993069,1993,1779,15,4.498,"b"
"871",1993071,1993,1730,13,53.137,"b"
"872",1993073,1993,1730,10,11.852,"b"
"873",1993075,1993,1586,21,22.408,"b"
"874",1993077,1993,1586,6,10.452,"b"
"875",1993079,1993,1586,10,70.676,"b"
"876",1993081,1993,1586,13,26.646,"b"
"877",1993083,1993,1536,22,51.274,"b"
"878",1993085,1993,1486,10,14.327,"b"
"879",1993087,1993,1487,13,46.758,"b"
"880",1993089,1993,1388,20,29.655,"b"
"881",1993091,1993,1246,26,66.782,"b"
"882",1993093,1993,1246,17,18.336,"b"
"883",1993095,1993,1295,19,136.578,"b"
"884",1993097,1993,1294,23,57.92,"b"
"885",1993099,1993,1393,27,218.029,"b"
"886",1993101,1993,1342,26,36.719,"b"
"887",1993103,1993,1340,22,34.785,"b"
"888",1993105,1993,1535,27,29.791,"b"
"889",1993107,1993,1534,26,76.165,"b"
"890",1993109,1993,1534,12,35.725,"b"
"891",1993111,1993,1533,14,95.737,"b"
"892",1993113,1993,1532,5,19.63,"b"
"893",1993115,1993,1582,16,207.521,"b"
"894",1993117,1993,1582,18,48.722,"b"
"895",1993121,1993,2021,32,20.055,"b"
"896",1993131,1993,2120,21,46.931,"b"
"897",1993133,1993,2120,19,12.95,"b"
"898",1993135,1993,2120,8,2.855,"b"
"899",1993139,1993,2219,26,20.853,"b"
"900",1993145,1993,2269,9,359.12,"b"
"901",1993147,1993,2269,6,42.263,"b"
"902",1993149,1993,2269,10,33.102,"b"
"903",1993151,1993,2319,23,70.606,"b"
"904",1993153,1993,2318,28,98.264,"b"
"905",1993155,1993,2318,25,29.031,"b"
"906",1993157,1993,2570,20,58.78,"b"
"907",1993159,1993,2670,19,205.87,"b"
"908",1993165,1993,2670,25,121.052,"b"
"909",1993167,1993,2721,19,19.502,"b"
"910",1993169,1993,2771,8,12.714,"b"
"911",1993171,1993,2772,22,105.197,"b"
"912",1993173,1993,2771,16,157.042,"b"
"913",1993177,1993,2569,22,27.966,"b"
"914",1993181,1993,2519,35,125.442,"b"
"915",1993189,1993,2419,34,203.849,"b"
"916",1993201,1993,2169,26,83.036,"b"
"917",1993205,1993,2170,30,84.738,"b"
"918",1993207,1993,2170,8,2.885,"b"
"919",1993209,1993,2120,13,14.565,"b"
"920",1993211,1993,1777,28,61.124,"b"
"921",1993213,1993,1777,31,58.93,"b"
"922",1993215,1993,1778,23,2.093,"b"
"923",1993217,1993,1778,22,10.458,"b"
"924",1993219,1993,1779,17,8.517,"b"
"925",1993221,1993,1779,8,12.338,"b"
"926",1993223,1993,1730,17,18.361,"b"
"927",1993225,1993,1730,8,1.417,"b"
"928",1993227,1993,1586,6,1.61,"b"
"929",1993229,1993,1586,4,0.395,"b"
"930",1993231,1993,1586,4,0.972,"b"
"931",1993233,1993,1536,29,124.493,"b"
"932",1993235,1993,1486,16,22.485,"b"
"933",1993237,1993,1487,15,45.798,"b"
"934",1993239,1993,1388,32,15.865,"b"
"935",1993241,1993,1340,25,41.915,"b"
"936",1993243,1993,1246,30,86.218,"b"
"937",1993245,1993,1246,32,190.211,"b"
"938",1993247,1993,1295,14,534.399,"b"
"939",1993249,1993,1294,17,13.663,"b"
"940",1993251,1993,1393,8,3.692,"b"
"941",1993253,1993,1342,18,17.955,"b"
"942",1993255,1993,1581,26,22.58,"b"
"943",1993257,1993,1630,27,12.223,"b"
"944",1993259,1993,1680,19,15.259,"b"
"945",1993261,1993,1680,18,22.617,"b"
"946",1993263,1993,1680,21,16.301,"b"
"947",1993265,1993,1730,15,5.092,"b"
"948",1993267,1993,1730,11,5.616,"b"
"949",1993271,1993,1923,31,57.828,"b"
"950",1993273,1993,1923,18,30.414,"b"
"951",1993275,1993,1973,11,4.733,"b"
"952",1993277,1993,1972,9,4.154,"b"
"953",1993279,1993,2022,15,10.213,"b"
"954",1993281,1993,2021,20,17.592,"b"
"955",1993283,1993,2120,11,11.878,"b"
"956",1993285,1993,2120,9,3.782,"b"
"957",1993287,1993,2120,16,11.711,"b"
"958",1993289,1993,2120,14,18.394,"b"
"959",1993291,1993,2170,14,5.12,"b"
"960",1993293,1993,2169,22,54.645,"b"
"961",1993295,1993,2169,22,35.624,"b"
"962",1993297,1993,2219,9,4.222,"b"
"963",1993299,1993,2269,5,0.802,"b"
"964",1993301,1993,2269,10,7.607,"b"
"965",1993303,1993,2269,12,15.302,"b"
"966",1993305,1993,2319,20,13.303,"b"
"967",1993307,1993,2318,20,53.239,"b"
"968",1993309,1993,2318,19,54.305,"b"
"969",1993311,1993,2772,12,2.618,"b"
"970",1993313,1993,2771,15,10.169,"b"
"971",1993315,1993,2771,11,7.995,"b"
"972",1993317,1993,2721,26,69.382,"b"
"973",1993319,1993,2671,20,99.886,"b"
"974",1993321,1993,2670,21,35.161,"b"
"975",1993323,1993,2620,38,113.923,"b"
"976",1993325,1993,2569,36,103.918,"b"
"977",1993327,1993,2519,31,118.556,"b"
"978",1993329,1993,2419,32,164.873,"b"
"979",1993331,1993,1924,17,8.741,"b"
"980",1993333,1993,1874,20,9.613,"b"
"981",1993335,1993,1875,10,27.656,"b"
"982",1993337,1993,1875,30,23.401,"b"
"983",1993339,1993,1876,27,20.153,"b"
"984",1993341,1993,1826,22,11.199,"b"
"985",1993343,1993,1582,37,201.258,"b"
"986",1993345,1993,1582,28,40.124,"b"
"987",1993347,1993,1532,20,67.499,"b"
"988",1993349,1993,1533,26,151.186,"b"
"989",1993351,1993,1534,32,206.421,"b"
"990",1993353,1993,1534,32,53.445,"b"
"991",1993355,1993,1534,35,110.151,"b"
"992",1993357,1993,1586,31,306.31,"b"
"993",1993359,1993,1680,35,81.549,"b"
"994",1993361,1993,1680,33,57.316,"b"
"995",1993363,1993,1680,35,178.129,"b"
"996",1993365,1993,1680,17,18.53,"b"
"997",1993367,1993,1777,36,68.197,"b"
"998",1993369,1993,1777,32,22.023,"b"
"999",1993371,1993,1778,27,26.936,"b"
"1000",1993373,1993,1778,16,23.167,"b"
"1001",1993375,1993,1779,30,12.076,"b"
"1002",1993377,1993,1487,17,37.776,"b"
"1003",1993385,1993,1388,35,28.281,"b"
"1004",1993387,1993,1340,37,74.794,"b"
"1005",1993391,1993,1393,8,6.101,"b"
"1006",1993395,1993,1342,30,37.6,"b"
"1007",1993399,1993,1246,24,1334.062,"b"
"1008",1993403,1993,1246,28,1146.96,"b"
"1009",1993405,1993,1295,35,209.407,"b"
"1010",1993407,1993,1294,36,369.894,"b"
"1011",1993417,1993,1486,28,70.22,"b"
"1012",1993419,1993,1680,32,5.589,"b"
"1013",1993421,1993,1730,22,16.023,"b"
"1014",1993423,1993,1730,16,6.23,"b"
"1015",1993425,1993,1730,10,4.724,"b"
"1016",1993427,1993,1730,8,2.339,"b"
"1017",1993429,1993,1779,15,20.754,"b"
"1018",1993431,1993,1826,19,9.986,"b"
"1019",1993433,1993,1876,27,15.621,"b"
"1020",1993435,1993,1875,29,142.865,"b"
"1021",1993437,1993,1875,30,20.168,"b"
"1022",1993439,1993,1874,22,19.005,"b"
"1023",1993441,1993,2219,24,41.853,"b"
"1024",1993443,1993,2269,27,99.436,"b"
"1025",1993445,1993,2269,26,31.486,"b"
"1026",1993447,1993,2269,20,15.372,"b"
"1027",1993449,1993,2319,23,10.087,"b"
"1028",1993451,1993,2318,25,46.354,"b"
"1029",1993453,1993,2318,28,17.182,"b"
"1030",1993455,1993,2772,3,0.712,"b"
"1031",1993457,1993,2771,4,1.424,"b"
"1032",1993459,1993,2771,5,13.602,"b"
"1033",1993461,1993,2721,7,8.588,"b"
"1034",1993463,1993,2671,4,1.535,"b"
"1035",1993465,1993,2670,26,107.997,"b"
"1036",1993467,1993,2620,15,12.797,"b"
"1037",1993469,1993,2569,18,59.524,"b"
"1038",1993471,1993,2519,35,92.263,"b"
"1039",1993473,1993,2419,22,11.552,"b"
"1040",1993475,1993,1874,20,5.532,"b"
"1041",1993477,1993,1924,30,38.308,"b"
"1042",1993479,1993,1923,30,26.448,"b"
"1043",1993481,1993,1923,31,23.364,"b"
"1044",1993483,1993,1973,22,5.555,"b"
"1045",1993485,1993,1972,19,8.023,"b"
"1046",1993487,1993,2169,28,14.117,"b"
"1047",1993489,1993,2170,23,5.375,"b"
"1048",1993491,1993,2170,17,3.648,"b"
"1049",1993493,1993,2120,17,11.239,"b"
"1050",1993495,1993,2120,20,14.917,"b"
"1051",1993497,1993,2120,22,4.712,"b"
"1052",1993499,1993,2120,21,23.478,"b"
"1053",1993501,1993,2021,23,9.158,"b"
"1054",1993503,1993,2022,23,22.816,"b"
"1055",1993505,1993,1581,23,48.905,"b"
"1056",1993507,1993,1582,17,7.142,"b"
"1057",1993509,1993,1582,18,21.658,"b"
"1058",1993511,1993,1532,16,3.888,"b"
"1059",1993513,1993,1533,17,21.59,"b"
"1060",1993515,1993,1534,26,26.337,"b"
"1061",1993517,1993,1534,18,12.717,"b"
"1062",1993519,1993,1535,24,20.774,"b"
"1063",1993521,1993,1536,26,24.72,"b"
"1064",1993523,1993,1586,30,16.953,"b"
"1065",1993525,1993,1586,20,9.376,"b"
"1066",1993527,1993,1586,19,6.008,"b"
"1067",1993533,1993,1586,28,13.617,"b"
"1068",1993541,1993,1630,27,49.867,"b"
"1069",1993543,1993,1680,20,17.751,"b"
"1070",1993545,1993,1680,24,16.665,"b"
"1071",1993547,1993,1680,11,10.369,"b"
"1072",1993549,1993,1680,11,16.022,"b"
"1073",1993551,1993,1680,13,28.528,"b"
"1074",1993553,1993,1680,16,13.606,"b"
"1075",1994001,1994,1874,18,71.392,"b"
"1076",1994003,1994,1874,11,2.306,"b"
"1077",1994005,1994,1924,13,6.326,"b"
"1078",1994009,1994,1923,12,126.236,"b"
"1079",1994011,1994,1923,11,1.741,"b"
"1080",1994013,1994,1973,12,1.943,"b"
"1081",1994015,1994,1972,9,2.18,"b"
"1082",1994021,1994,2022,7,1.666,"b"
"1083",1994025,1994,2021,17,28.506,"b"
"1084",1994035,1994,2120,10,2.382,"b"
"1085",1994037,1994,2120,9,2.194,"b"
"1086",1994039,1994,2120,8,3.185,"b"
"1087",1994041,1994,2120,10,1.814,"b"
"1088",1994043,1994,2170,7,85.344,"b"
"1089",1994045,1994,2170,13,2.891,"b"
"1090",1994049,1994,2169,10,46.055,"b"
"1091",1994061,1994,1875,11,5.519,"b"
"1092",1994063,1994,1875,11,1.206,"b"
"1093",1994067,1994,1876,19,18.71,"b"
"1094",1994069,1994,1826,13,2.19,"b"
"1095",1994071,1994,1777,13,23.074,"b"
"1096",1994073,1994,1777,18,153.881,"b"
"1097",1994075,1994,1778,13,101.328,"b"
"1098",1994077,1994,1778,16,15.508,"b"
"1099",1994079,1994,1779,10,6.583,"b"
"1100",1994081,1994,1779,22,35.587,"b"
"1101",1994083,1994,1730,6,2.896,"b"
"1102",1994085,1994,1730,11,2.649,"b"
"1103",1994087,1994,1730,5,2.193,"b"
"1104",1994089,1994,1586,12,6.695,"b"
"1105",1994091,1994,1586,9,8.054,"b"
"1106",1994093,1994,1586,9,622.458,"b"
"1107",1994095,1994,1536,19,72.487,"b"
"1108",1994097,1994,1486,25,186.437,"b"
"1109",1994099,1994,1487,26,218.022,"b"
"1110",1994101,1994,1388,22,246.185,"b"
"1111",1994103,1994,1246,13,32.47,"b"
"1112",1994107,1994,1295,16,49.175,"b"
"1113",1994109,1994,1294,19,145.666,"b"
"1114",1994111,1994,1393,20,80.535,"b"
"1115",1994113,1994,1342,21,16.118,"b"
"1116",1994115,1994,1340,30,224.181,"b"
"1117",1994117,1994,1586,19,1354.979,"b"
"1118",1994119,1994,1581,13,11.933,"b"
"1119",1994121,1994,1630,14,11.828,"b"
"1120",1994123,1994,1680,10,9.5,"b"
"1121",1994125,1994,1680,14,94.766,"b"
"1122",1994127,1994,1680,8,44.753,"b"
"1123",1994129,1994,1680,13,285.22,"b"
"1124",1994131,1994,1680,20,33.621,"b"
"1125",1994133,1994,1680,17,46.321,"b"
"1126",1994135,1994,1680,29,91.693,"b"
"1127",1994137,1994,1730,15,13.943,"b"
"1128",1994139,1994,1534,36,391.707,"b"
"1129",1994141,1994,1534,28,78.993,"b"
"1130",1994143,1994,1534,23,739.866,"b"
"1131",1994145,1994,1533,32,32.55,"b"
"1132",1994147,1994,1532,27,94.939,"b"
"1133",1994149,1994,1582,24,120.095,"b"
"1134",1994151,1994,1582,26,89.474,"b"
"1135",1994153,1994,2219,22,17.412,"b"
"1136",1994155,1994,2269,29,22.867,"b"
"1137",1994157,1994,2269,19,12.278,"b"
"1138",1994159,1994,2269,21,34.411,"b"
"1139",1994161,1994,2319,27,25.099,"b"
"1140",1994163,1994,2318,32,54.734,"b"
"1141",1994165,1994,2318,30,156.367,"b"
"1142",1994169,1994,2772,23,356.755,"b"
"1143",1994171,1994,2771,18,20.008,"b"
"1144",1994173,1994,2771,24,554.036,"b"
"1145",1994175,1994,2721,33,73.082,"b"
"1146",1994177,1994,2671,22,87.082,"b"
"1147",1994183,1994,2670,18,54.268,"b"
"1148",1994185,1994,2620,26,106.216,"b"
"1149",1994189,1994,2569,20,29.237,"b"
"1150",1994193,1994,2519,28,69.3,"b"
"1151",1994201,1994,2419,18,6.782,"b"
"1152",1994211,1994,1581,24,54.281,"b"
"1153",1994213,1994,1582,27,59.48,"b"
"1154",1994215,1994,1582,20,28.591,"b"
"1155",1994217,1994,1532,14,34.636,"b"
"1156",1994219,1994,1533,25,141.586,"b"
"1157",1994221,1994,1534,23,293.665,"b"
"1158",1994223,1994,1534,30,169.732,"b"
"1159",1994225,1994,1534,31,97.06,"b"
"1160",1994227,1994,1586,10,9.824,"b"
"1161",1994229,1994,1630,27,115.225,"b"
"1162",1994231,1994,1680,24,7.646,"b"
"1163",1994233,1994,1680,29,101.675,"b"
"1164",1994235,1994,1680,24,91.602,"b"
"1165",1994237,1994,1680,14,3.853,"b"
"1166",1994239,1994,1680,20,8.874,"b"
"1167",1994241,1994,1680,30,41.167,"b"
"1168",1994243,1994,1680,20,31.14,"b"
"1169",1994245,1994,1730,12,8.016,"b"
"1170",1994247,1994,1730,12,3.864,"b"
"1171",1994249,1994,1730,21,57.979,"b"
"1172",1994251,1994,1730,9,1.438,"b"
"1173",1994253,1994,1779,31,156.274,"b"
"1174",1994255,1994,1779,30,19.822,"b"
"1175",1994257,1994,1778,11,4.177,"b"
"1176",1994261,1994,1777,34,119.9,"b"
"1177",1994263,1994,1777,31,116.594,"b"
"1178",1994265,1994,1586,6,4.09,"b"
"1179",1994267,1994,1586,7,8.265,"b"
"1180",1994269,1994,1586,21,195.176,"b"
"1181",1994271,1994,1536,26,142.67,"b"
"1182",1994273,1994,1486,19,79.584,"b"
"1183",1994275,1994,1487,36,220.389,"b"
